,success,trial_type,trial_index,time_elapsed,internal_node_id,rt,stimulus,response,trial_id,trial_duration,view_history,exp_stage,stimulus_duration,correct_response,condition,flanker,center_letter,choices,block_num,correct_trial,ITIParams,current_question,current_key_answer,current_block,exp_id,attention_check_percent
26,,html-keyboard-response,26,25229,0.0-3.0-6.0,841.0,"<div class = bigbox><div class = centerbox><div class = flankerLeft_2><div class = cue-text><img class = center src=""/static/experiments/flanker_rdoc/images/H.png""></img></div></div><div class = flankerLeft_1><div class = cue-text><img class = center src=""/static/experiments/flanker_rdoc/images/H.png""></img></div></div><div class = flankerMiddle><div class = cue-text><img class = center src=""/static/experiments/flanker_rdoc/images/H.png""></img></div></div><div class = flankerRight_1><div class = cue-text><img class = center src=""/static/experiments/flanker_rdoc/images/H.png""></img></div></div><div class = flankerRight_2><div class = cue-text><img class = center src=""/static/experiments/flanker_rdoc/images/H.png""></img></div></div></div></div>",",",test_trial,1000.0,,test,1500.0,",",congruent,H,H,"[',', '.']",0.0,1,,,,0.0,,
27,,html-keyboard-response,27,25473,0.0-3.0-7.0,,<div class = centerbox><div class = fixation>+</div></div>,,test_ITI,238.72869350380023,,test,238.72869350380023,,,,,,0.0,,"{'min': 0, 'max': 5, 'mean': 0.5}",,,,,
28,,html-keyboard-response,28,25977,0.0-3.0-8.0,,<div class = centerbox><div class = fixation>+</div></div>,,test_fixation,500.0,,test,500.0,,,,,,,,,,,,,
29,,html-keyboard-response,29,27485,0.0-3.0-9.0,733.0,"<div class = bigbox><div class = centerbox><div class = flankerLeft_2><div class = cue-text><img class = center src=""/static/experiments/flanker_rdoc/images/H.png""></img></div></div><div class = flankerLeft_1><div class = cue-text><img class = center src=""/static/experiments/flanker_rdoc/images/H.png""></img></div></div><div class = flankerMiddle><div class = cue-text><img class = center src=""/static/experiments/flanker_rdoc/images/F.png""></img></div></div><div class = flankerRight_1><div class = cue-text><img class = center src=""/static/experiments/flanker_rdoc/images/H.png""></img></div></div><div class = flankerRight_2><div class = cue-text><img class = center src=""/static/experiments/flanker_rdoc/images/H.png""></img></div></div></div></div>",.,test_trial,1000.0,,test,1500.0,.,incongruent,H,F,"[',', '.']",0.0,1,,,,0.0,,
30,,html-keyboard-response,30,30861,0.0-3.0-10.0,,<div class = centerbox><div class = fixation>+</div></div>,,test_ITI,3370.1695248960095,,test,3370.1695248960095,,,,,,0.0,,"{'min': 0, 'max': 5, 'mean': 0.5}",,,,,
31,,html-keyboard-response,31,31365,0.0-3.0-11.0,,<div class = centerbox><div class = fixation>+</div></div>,,test_fixation,500.0,,test,500.0,,,,,,,,,,,,,
32,,html-keyboard-response,32,32872,0.0-3.0-12.0,449.0,"<div class = bigbox><div class = centerbox><div class = flankerLeft_2><div class = cue-text><img class = center src=""/static/experiments/flanker_rdoc/images/F.png""></img></div></div><div class = flankerLeft_1><div class = cue-text><img class = center src=""/static/experiments/flanker_rdoc/images/F.png""></img></div></div><div class = flankerMiddle><div class = cue-text><img class = center src=""/static/experiments/flanker_rdoc/images/H.png""></img></div></div><div class = flankerRight_1><div class = cue-text><img class = center src=""/static/experiments/flanker_rdoc/images/F.png""></img></div></div><div class = flankerRight_2><div class = cue-text><img class = center src=""/static/experiments/flanker_rdoc/images/F.png""></img></div></div></div></div>",.,test_trial,1000.0,,test,1500.0,",",incongruent,F,H,"[',', '.']",0.0,0,,,,0.0,,
33,,html-keyboard-response,33,33394,0.0-3.0-13.0,,<div class = centerbox><div class = fixation>+</div></div>,,test_ITI,516.5053188884768,,test,516.5053188884768,,,,,,0.0,,"{'min': 0, 'max': 5, 'mean': 0.5}",,,,,
34,,html-keyboard-response,34,33899,0.0-3.0-14.0,,<div class = centerbox><div class = fixation>+</div></div>,,test_fixation,500.0,,test,500.0,,,,,,,,,,,,,
35,,html-keyboard-response,35,35406,0.0-3.0-15.0,,"<div class = bigbox><div class = centerbox><div class = flankerLeft_2><div class = cue-text><img class = center src=""/static/experiments/flanker_rdoc/images/H.png""></img></div></div><div class = flankerLeft_1><div class = cue-text><img class = center src=""/static/experiments/flanker_rdoc/images/H.png""></img></div></div><div class = flankerMiddle><div class = cue-text><img class = center src=""/static/experiments/flanker_rdoc/images/F.png""></img></div></div><div class = flankerRight_1><div class = cue-text><img class = center src=""/static/experiments/flanker_rdoc/images/H.png""></img></div></div><div class = flankerRight_2><div class = cue-text><img class = center src=""/static/experiments/flanker_rdoc/images/H.png""></img></div></div></div></div>",,test_trial,1000.0,,test,1500.0,.,incongruent,H,F,"[',', '.']",0.0,0,,,,0.0,,
36,,html-keyboard-response,36,35497,0.0-3.0-16.0,,<div class = centerbox><div class = fixation>+</div></div>,,test_ITI,89.93212873191462,,test,89.93212873191462,,,,,,0.0,,"{'min': 0, 'max': 5, 'mean': 0.5}",,,,,
37,,html-keyboard-response,37,36001,0.0-3.0-17.0,,<div class = centerbox><div class = fixation>+</div></div>,,test_fixation,500.0,,test,500.0,,,,,,,,,,,,,
38,,html-keyboard-response,38,37508,0.0-3.0-18.0,,"<div class = bigbox><div class = centerbox><div class = flankerLeft_2><div class = cue-text><img class = center src=""/static/experiments/flanker_rdoc/images/H.png""></img></div></div><div class = flankerLeft_1><div class = cue-text><img class = center src=""/static/experiments/flanker_rdoc/images/H.png""></img></div></div><div class = flankerMiddle><div class = cue-text><img class = center src=""/static/experiments/flanker_rdoc/images/F.png""></img></div></div><div class = flankerRight_1><div class = cue-text><img class = center src=""/static/experiments/flanker_rdoc/images/H.png""></img></div></div><div class = flankerRight_2><div class = cue-text><img class = center src=""/static/experiments/flanker_rdoc/images/H.png""></img></div></div></div></div>",,test_trial,1000.0,,test,1500.0,.,incongruent,H,F,"[',', '.']",0.0,0,,,,0.0,,
39,,html-keyboard-response,39,37849,0.0-3.0-19.0,,<div class = centerbox><div class = fixation>+</div></div>,,test_ITI,336.2357208396299,,test,336.2357208396299,,,,,,0.0,,"{'min': 0, 'max': 5, 'mean': 0.5}",,,,,
40,,html-keyboard-response,40,38352,0.0-3.0-20.0,,<div class = centerbox><div class = fixation>+</div></div>,,test_fixation,500.0,,test,500.0,,,,,,,,,,,,,
41,,html-keyboard-response,41,39860,0.0-3.0-21.0,,"<div class = bigbox><div class = centerbox><div class = flankerLeft_2><div class = cue-text><img class = center src=""/static/experiments/flanker_rdoc/images/H.png""></img></div></div><div class = flankerLeft_1><div class = cue-text><img class = center src=""/static/experiments/flanker_rdoc/images/H.png""></img></div></div><div class = flankerMiddle><div class = cue-text><img class = center src=""/static/experiments/flanker_rdoc/images/F.png""></img></div></div><div class = flankerRight_1><div class = cue-text><img class = center src=""/static/experiments/flanker_rdoc/images/H.png""></img></div></div><div class = flankerRight_2><div class = cue-text><img class = center src=""/static/experiments/flanker_rdoc/images/H.png""></img></div></div></div></div>",,test_trial,1000.0,,test,1500.0,.,incongruent,H,F,"[',', '.']",0.0,0,,,,0.0,,
42,,html-keyboard-response,42,40596,0.0-3.0-22.0,,<div class = centerbox><div class = fixation>+</div></div>,,test_ITI,729.444815787761,,test,729.444815787761,,,,,,0.0,,"{'min': 0, 'max': 5, 'mean': 0.5}",,,,,
43,,html-keyboard-response,43,41101,0.0-3.0-23.0,,<div class = centerbox><div class = fixation>+</div></div>,,test_fixation,500.0,,test,500.0,,,,,,,,,,,,,
44,,html-keyboard-response,44,42608,0.0-3.0-24.0,,"<div class = bigbox><div class = centerbox><div class = flankerLeft_2><div class = cue-text><img class = center src=""/static/experiments/flanker_rdoc/images/H.png""></img></div></div><div class = flankerLeft_1><div class = cue-text><img class = center src=""/static/experiments/flanker_rdoc/images/H.png""></img></div></div><div class = flankerMiddle><div class = cue-text><img class = center src=""/static/experiments/flanker_rdoc/images/H.png""></img></div></div><div class = flankerRight_1><div class = cue-text><img class = center src=""/static/experiments/flanker_rdoc/images/H.png""></img></div></div><div class = flankerRight_2><div class = cue-text><img class = center src=""/static/experiments/flanker_rdoc/images/H.png""></img></div></div></div></div>",,test_trial,1000.0,,test,1500.0,",",congruent,H,H,"[',', '.']",0.0,0,,,,0.0,,
45,,html-keyboard-response,45,42730,0.0-3.0-25.0,,<div class = centerbox><div class = fixation>+</div></div>,,test_ITI,118.04385220678556,,test,118.04385220678556,,,,,,0.0,,"{'min': 0, 'max': 5, 'mean': 0.5}",,,,,
46,,html-keyboard-response,46,43236,0.0-3.0-26.0,,<div class = centerbox><div class = fixation>+</div></div>,,test_fixation,500.0,,test,500.0,,,,,,,,,,,,,
47,,html-keyboard-response,47,44743,0.0-3.0-27.0,,"<div class = bigbox><div class = centerbox><div class = flankerLeft_2><div class = cue-text><img class = center src=""/static/experiments/flanker_rdoc/images/F.png""></img></div></div><div class = flankerLeft_1><div class = cue-text><img class = center src=""/static/experiments/flanker_rdoc/images/F.png""></img></div></div><div class = flankerMiddle><div class = cue-text><img class = center src=""/static/experiments/flanker_rdoc/images/H.png""></img></div></div><div class = flankerRight_1><div class = cue-text><img class = center src=""/static/experiments/flanker_rdoc/images/F.png""></img></div></div><div class = flankerRight_2><div class = cue-text><img class = center src=""/static/experiments/flanker_rdoc/images/F.png""></img></div></div></div></div>",,test_trial,1000.0,,test,1500.0,",",incongruent,F,H,"[',', '.']",0.0,0,,,,0.0,,
48,,html-keyboard-response,48,44875,0.0-3.0-28.0,,<div class = centerbox><div class = fixation>+</div></div>,,test_ITI,127.00831733038098,,test,127.00831733038098,,,,,,0.0,,"{'min': 0, 'max': 5, 'mean': 0.5}",,,,,
49,,html-keyboard-response,49,45381,0.0-3.0-29.0,,<div class = centerbox><div class = fixation>+</div></div>,,test_fixation,500.0,,test,500.0,,,,,,,,,,,,,
50,,html-keyboard-response,50,46889,0.0-3.0-30.0,,"<div class = bigbox><div class = centerbox><div class = flankerLeft_2><div class = cue-text><img class = center src=""/static/experiments/flanker_rdoc/images/F.png""></img></div></div><div class = flankerLeft_1><div class = cue-text><img class = center src=""/static/experiments/flanker_rdoc/images/F.png""></img></div></div><div class = flankerMiddle><div class = cue-text><img class = center src=""/static/experiments/flanker_rdoc/images/F.png""></img></div></div><div class = flankerRight_1><div class = cue-text><img class = center src=""/static/experiments/flanker_rdoc/images/F.png""></img></div></div><div class = flankerRight_2><div class = cue-text><img class = center src=""/static/experiments/flanker_rdoc/images/F.png""></img></div></div></div></div>",,test_trial,1000.0,,test,1500.0,.,congruent,F,F,"[',', '.']",0.0,0,,,,0.0,,
51,,html-keyboard-response,51,47235,0.0-3.0-31.0,,<div class = centerbox><div class = fixation>+</div></div>,,test_ITI,342.5113252324006,,test,342.5113252324006,,,,,,0.0,,"{'min': 0, 'max': 5, 'mean': 0.5}",,,,,
52,,html-keyboard-response,52,47738,0.0-3.0-32.0,,<div class = centerbox><div class = fixation>+</div></div>,,test_fixation,500.0,,test,500.0,,,,,,,,,,,,,
53,,html-keyboard-response,53,49246,0.0-3.0-33.0,,"<div class = bigbox><div class = centerbox><div class = flankerLeft_2><div class = cue-text><img class = center src=""/static/experiments/flanker_rdoc/images/H.png""></img></div></div><div class = flankerLeft_1><div class = cue-text><img class = center src=""/static/experiments/flanker_rdoc/images/H.png""></img></div></div><div class = flankerMiddle><div class = cue-text><img class = center src=""/static/experiments/flanker_rdoc/images/H.png""></img></div></div><div class = flankerRight_1><div class = cue-text><img class = center src=""/static/experiments/flanker_rdoc/images/H.png""></img></div></div><div class = flankerRight_2><div class = cue-text><img class = center src=""/static/experiments/flanker_rdoc/images/H.png""></img></div></div></div></div>",,test_trial,1000.0,,test,1500.0,",",congruent,H,H,"[',', '.']",0.0,0,,,,0.0,,
54,,html-keyboard-response,54,49677,0.0-3.0-34.0,,<div class = centerbox><div class = fixation>+</div></div>,,test_ITI,428.9700933180318,,test,428.9700933180318,,,,,,0.0,,"{'min': 0, 'max': 5, 'mean': 0.5}",,,,,
55,,html-keyboard-response,55,50179,0.0-3.0-35.0,,<div class = centerbox><div class = fixation>+</div></div>,,test_fixation,500.0,,test,500.0,,,,,,,,,,,,,
56,,html-keyboard-response,56,51686,0.0-3.0-36.0,,"<div class = bigbox><div class = centerbox><div class = flankerLeft_2><div class = cue-text><img class = center src=""/static/experiments/flanker_rdoc/images/H.png""></img></div></div><div class = flankerLeft_1><div class = cue-text><img class = center src=""/static/experiments/flanker_rdoc/images/H.png""></img></div></div><div class = flankerMiddle><div class = cue-text><img class = center src=""/static/experiments/flanker_rdoc/images/F.png""></img></div></div><div class = flankerRight_1><div class = cue-text><img class = center src=""/static/experiments/flanker_rdoc/images/H.png""></img></div></div><div class = flankerRight_2><div class = cue-text><img class = center src=""/static/experiments/flanker_rdoc/images/H.png""></img></div></div></div></div>",,test_trial,1000.0,,test,1500.0,.,incongruent,H,F,"[',', '.']",0.0,0,,,,0.0,,
57,,html-keyboard-response,57,51938,0.0-3.0-37.0,,<div class = centerbox><div class = fixation>+</div></div>,,test_ITI,246.4626339112113,,test,246.4626339112113,,,,,,0.0,,"{'min': 0, 'max': 5, 'mean': 0.5}",,,,,
58,,html-keyboard-response,58,52444,0.0-3.0-38.0,,<div class = centerbox><div class = fixation>+</div></div>,,test_fixation,500.0,,test,500.0,,,,,,,,,,,,,
59,,html-keyboard-response,59,53949,0.0-3.0-39.0,,"<div class = bigbox><div class = centerbox><div class = flankerLeft_2><div class = cue-text><img class = center src=""/static/experiments/flanker_rdoc/images/H.png""></img></div></div><div class = flankerLeft_1><div class = cue-text><img class = center src=""/static/experiments/flanker_rdoc/images/H.png""></img></div></div><div class = flankerMiddle><div class = cue-text><img class = center src=""/static/experiments/flanker_rdoc/images/H.png""></img></div></div><div class = flankerRight_1><div class = cue-text><img class = center src=""/static/experiments/flanker_rdoc/images/H.png""></img></div></div><div class = flankerRight_2><div class = cue-text><img class = center src=""/static/experiments/flanker_rdoc/images/H.png""></img></div></div></div></div>",,test_trial,1000.0,,test,1500.0,",",congruent,H,H,"[',', '.']",0.0,0,,,,0.0,,
60,,html-keyboard-response,60,54058,0.0-3.0-40.0,,<div class = centerbox><div class = fixation>+</div></div>,,test_ITI,108.75233106108863,,test,108.75233106108863,,,,,,0.0,,"{'min': 0, 'max': 5, 'mean': 0.5}",,,,,
61,,html-keyboard-response,61,54562,0.0-3.0-41.0,,<div class = centerbox><div class = fixation>+</div></div>,,test_fixation,500.0,,test,500.0,,,,,,,,,,,,,
62,,html-keyboard-response,62,56069,0.0-3.0-42.0,,"<div class = bigbox><div class = centerbox><div class = flankerLeft_2><div class = cue-text><img class = center src=""/static/experiments/flanker_rdoc/images/H.png""></img></div></div><div class = flankerLeft_1><div class = cue-text><img class = center src=""/static/experiments/flanker_rdoc/images/H.png""></img></div></div><div class = flankerMiddle><div class = cue-text><img class = center src=""/static/experiments/flanker_rdoc/images/F.png""></img></div></div><div class = flankerRight_1><div class = cue-text><img class = center src=""/static/experiments/flanker_rdoc/images/H.png""></img></div></div><div class = flankerRight_2><div class = cue-text><img class = center src=""/static/experiments/flanker_rdoc/images/H.png""></img></div></div></div></div>",,test_trial,1000.0,,test,1500.0,.,incongruent,H,F,"[',', '.']",0.0,0,,,,0.0,,
63,,html-keyboard-response,63,57784,0.0-3.0-43.0,,<div class = centerbox><div class = fixation>+</div></div>,,test_ITI,1708.3182149002505,,test,1708.3182149002505,,,,,,0.0,,"{'min': 0, 'max': 5, 'mean': 0.5}",,,,,
64,,html-keyboard-response,64,58288,0.0-3.0-44.0,,<div class = centerbox><div class = fixation>+</div></div>,,test_fixation,500.0,,test,500.0,,,,,,,,,,,,,
65,,html-keyboard-response,65,59795,0.0-3.0-45.0,,"<div class = bigbox><div class = centerbox><div class = flankerLeft_2><div class = cue-text><img class = center src=""/static/experiments/flanker_rdoc/images/F.png""></img></div></div><div class = flankerLeft_1><div class = cue-text><img class = center src=""/static/experiments/flanker_rdoc/images/F.png""></img></div></div><div class = flankerMiddle><div class = cue-text><img class = center src=""/static/experiments/flanker_rdoc/images/F.png""></img></div></div><div class = flankerRight_1><div class = cue-text><img class = center src=""/static/experiments/flanker_rdoc/images/F.png""></img></div></div><div class = flankerRight_2><div class = cue-text><img class = center src=""/static/experiments/flanker_rdoc/images/F.png""></img></div></div></div></div>",,test_trial,1000.0,,test,1500.0,.,congruent,F,F,"[',', '.']",0.0,0,,,,0.0,,
66,,html-keyboard-response,66,59975,0.0-3.0-46.0,,<div class = centerbox><div class = fixation>+</div></div>,,test_ITI,176.79032935795968,,test,176.79032935795968,,,,,,0.0,,"{'min': 0, 'max': 5, 'mean': 0.5}",,,,,
67,,html-keyboard-response,67,60480,0.0-3.0-47.0,,<div class = centerbox><div class = fixation>+</div></div>,,test_fixation,500.0,,test,500.0,,,,,,,,,,,,,
68,,html-keyboard-response,68,61987,0.0-3.0-48.0,,"<div class = bigbox><div class = centerbox><div class = flankerLeft_2><div class = cue-text><img class = center src=""/static/experiments/flanker_rdoc/images/H.png""></img></div></div><div class = flankerLeft_1><div class = cue-text><img class = center src=""/static/experiments/flanker_rdoc/images/H.png""></img></div></div><div class = flankerMiddle><div class = cue-text><img class = center src=""/static/experiments/flanker_rdoc/images/H.png""></img></div></div><div class = flankerRight_1><div class = cue-text><img class = center src=""/static/experiments/flanker_rdoc/images/H.png""></img></div></div><div class = flankerRight_2><div class = cue-text><img class = center src=""/static/experiments/flanker_rdoc/images/H.png""></img></div></div></div></div>",,test_trial,1000.0,,test,1500.0,",",congruent,H,H,"[',', '.']",0.0,0,,,,0.0,,
69,,html-keyboard-response,69,62292,0.0-3.0-49.0,,<div class = centerbox><div class = fixation>+</div></div>,,test_ITI,299.68909751207707,,test,299.68909751207707,,,,,,0.0,,"{'min': 0, 'max': 5, 'mean': 0.5}",,,,,
70,,html-keyboard-response,70,62795,0.0-3.0-50.0,,<div class = centerbox><div class = fixation>+</div></div>,,test_fixation,500.0,,test,500.0,,,,,,,,,,,,,
71,,html-keyboard-response,71,64302,0.0-3.0-51.0,,"<div class = bigbox><div class = centerbox><div class = flankerLeft_2><div class = cue-text><img class = center src=""/static/experiments/flanker_rdoc/images/F.png""></img></div></div><div class = flankerLeft_1><div class = cue-text><img class = center src=""/static/experiments/flanker_rdoc/images/F.png""></img></div></div><div class = flankerMiddle><div class = cue-text><img class = center src=""/static/experiments/flanker_rdoc/images/F.png""></img></div></div><div class = flankerRight_1><div class = cue-text><img class = center src=""/static/experiments/flanker_rdoc/images/F.png""></img></div></div><div class = flankerRight_2><div class = cue-text><img class = center src=""/static/experiments/flanker_rdoc/images/F.png""></img></div></div></div></div>",,test_trial,1000.0,,test,1500.0,.,congruent,F,F,"[',', '.']",0.0,0,,,,0.0,,
72,,html-keyboard-response,72,64335,0.0-3.0-52.0,,<div class = centerbox><div class = fixation>+</div></div>,,test_ITI,31.77246447052498,,test,31.77246447052498,,,,,,0.0,,"{'min': 0, 'max': 5, 'mean': 0.5}",,,,,
73,,html-keyboard-response,73,64840,0.0-3.0-53.0,,<div class = centerbox><div class = fixation>+</div></div>,,test_fixation,500.0,,test,500.0,,,,,,,,,,,,,
