,success,trial_type,trial_index,time_elapsed,internal_node_id,rt,stimulus,response,trial_id,trial_duration,view_history,exp_stage,stimulus_duration,correct_response,condition,flanker,center_letter,choices,block_num,correct_trial,ITIParams,attention_check_question,current_key_answer,current_block,exp_id,attention_check_percent
13,,html-keyboard-response,13,35660,0.0-2.0-10.0,635.0,"<div class = bigbox><div class = centerbox><div class = flankerLeft_2><div class = cue-text><img class = center src=""/static/experiments/flanker_rdoc/images/F.png""></img></div></div><div class = flankerLeft_1><div class = cue-text><img class = center src=""/static/experiments/flanker_rdoc/images/F.png""></img></div></div><div class = flankerMiddle><div class = cue-text><img class = center src=""/static/experiments/flanker_rdoc/images/H.png""></img></div></div><div class = flankerRight_1><div class = cue-text><img class = center src=""/static/experiments/flanker_rdoc/images/F.png""></img></div></div><div class = flankerRight_2><div class = cue-text><img class = center src=""/static/experiments/flanker_rdoc/images/F.png""></img></div></div></div></div>",",",practice_trial,1500.0,,practice,1000.0,",",incongruent,F,H,"[',', '.']",0.0,1.0,,,,,,
14,,html-keyboard-response,14,36163,0.0-2.0-11.0,,<div class = fb_box><div class = center-text><font size =20>Correct!</font></div></div>,,practice_feedback,500.0,,practice,500.0,,,,,,,,,,,,,
15,,html-keyboard-response,15,37755,0.0-2.0-12.0,,<div class = centerbox><div class = fixation>+</div></div>,,practice_ITI,1585.4083904711267,,practice,1585.4083904711267,,,,,,0.0,,"{'min': 0, 'max': 5, 'mean': 0.5}",,,,,
16,,html-keyboard-response,16,38259,0.0-2.0-13.0,,<div class = centerbox><div class = fixation>+</div></div>,,practice_fixation,500.0,,practice,500.0,,,,,,,,,,,,,
17,,html-keyboard-response,17,39767,0.0-2.0-14.0,552.0,"<div class = bigbox><div class = centerbox><div class = flankerLeft_2><div class = cue-text><img class = center src=""/static/experiments/flanker_rdoc/images/H.png""></img></div></div><div class = flankerLeft_1><div class = cue-text><img class = center src=""/static/experiments/flanker_rdoc/images/H.png""></img></div></div><div class = flankerMiddle><div class = cue-text><img class = center src=""/static/experiments/flanker_rdoc/images/F.png""></img></div></div><div class = flankerRight_1><div class = cue-text><img class = center src=""/static/experiments/flanker_rdoc/images/H.png""></img></div></div><div class = flankerRight_2><div class = cue-text><img class = center src=""/static/experiments/flanker_rdoc/images/H.png""></img></div></div></div></div>",.,practice_trial,1500.0,,practice,1000.0,.,incongruent,H,F,"[',', '.']",0.0,1.0,,,,,,
18,,html-keyboard-response,18,40270,0.0-2.0-15.0,,<div class = fb_box><div class = center-text><font size =20>Correct!</font></div></div>,,practice_feedback,500.0,,practice,500.0,,,,,,,,,,,,,
19,,html-keyboard-response,19,40363,0.0-2.0-16.0,,<div class = centerbox><div class = fixation>+</div></div>,,practice_ITI,86.61546766707069,,practice,86.61546766707069,,,,,,0.0,,"{'min': 0, 'max': 5, 'mean': 0.5}",,,,,
20,,html-keyboard-response,20,42645,0.0-3.0-0.0,2280.0,"<div class = bigbox><div class = picture_box><p class = block-text>
     <div class=""centerbox"">
        <p class=""center-block-text"">We will now start the test portion.</p>
        <p class=""block-text"">Keep your <b>index finger</b> on the <b>comma key (,)</b> and your <b>middle finger</b> on the <b>period key (.)</b></p>
        <p class=""block-text"">Press <i>enter</i> to continue.</p>
      </div>
    </font></p></div></div>",enter,test_feedback,60000.0,,test,,,,,,,,,,,,,,
21,,html-keyboard-response,21,44697,0.0-3.0-1.0-0.0,1044.0,,s,test_attention_check,,,test,,,,,,,0.0,1.0,,<p class='block-text'>Press the S key</p> <div class=block-text>This screen will advance automatically in 1 minute.</div>,83.0,,,
22,,html-keyboard-response,22,45198,0.0-3.0-2.0,,<div class = centerbox><div class = fixation>+</div></div>,,test_fixation,500.0,,test,500.0,,,,,,,,,,,,,
23,,html-keyboard-response,23,46706,0.0-3.0-3.0,589.0,"<div class = bigbox><div class = centerbox><div class = flankerLeft_2><div class = cue-text><img class = center src=""/static/experiments/flanker_rdoc/images/F.png""></img></div></div><div class = flankerLeft_1><div class = cue-text><img class = center src=""/static/experiments/flanker_rdoc/images/F.png""></img></div></div><div class = flankerMiddle><div class = cue-text><img class = center src=""/static/experiments/flanker_rdoc/images/F.png""></img></div></div><div class = flankerRight_1><div class = cue-text><img class = center src=""/static/experiments/flanker_rdoc/images/F.png""></img></div></div><div class = flankerRight_2><div class = cue-text><img class = center src=""/static/experiments/flanker_rdoc/images/F.png""></img></div></div></div></div>",.,test_trial,1000.0,,test,1500.0,.,congruent,F,F,"[',', '.']",0.0,1.0,,,,0.0,,
24,,html-keyboard-response,24,46814,0.0-3.0-4.0,,<div class = centerbox><div class = fixation>+</div></div>,,test_ITI,102.8209834742902,,test,102.8209834742902,,,,,,0.0,,"{'min': 0, 'max': 5, 'mean': 0.5}",,,,,
25,,html-keyboard-response,25,47316,0.0-3.0-5.0,,<div class = centerbox><div class = fixation>+</div></div>,,test_fixation,500.0,,test,500.0,,,,,,,,,,,,,
26,,html-keyboard-response,26,48823,0.0-3.0-6.0,631.0,"<div class = bigbox><div class = centerbox><div class = flankerLeft_2><div class = cue-text><img class = center src=""/static/experiments/flanker_rdoc/images/F.png""></img></div></div><div class = flankerLeft_1><div class = cue-text><img class = center src=""/static/experiments/flanker_rdoc/images/F.png""></img></div></div><div class = flankerMiddle><div class = cue-text><img class = center src=""/static/experiments/flanker_rdoc/images/H.png""></img></div></div><div class = flankerRight_1><div class = cue-text><img class = center src=""/static/experiments/flanker_rdoc/images/F.png""></img></div></div><div class = flankerRight_2><div class = cue-text><img class = center src=""/static/experiments/flanker_rdoc/images/F.png""></img></div></div></div></div>",",",test_trial,1000.0,,test,1500.0,",",incongruent,F,H,"[',', '.']",0.0,1.0,,,,0.0,,
27,,html-keyboard-response,27,49931,0.0-3.0-7.0,,<div class = centerbox><div class = fixation>+</div></div>,,test_ITI,1101.1245210866687,,test,1101.1245210866687,,,,,,0.0,,"{'min': 0, 'max': 5, 'mean': 0.5}",,,,,
28,,html-keyboard-response,28,50435,0.0-3.0-8.0,,<div class = centerbox><div class = fixation>+</div></div>,,test_fixation,500.0,,test,500.0,,,,,,,,,,,,,
29,,html-keyboard-response,29,51939,0.0-3.0-9.0,585.0,"<div class = bigbox><div class = centerbox><div class = flankerLeft_2><div class = cue-text><img class = center src=""/static/experiments/flanker_rdoc/images/H.png""></img></div></div><div class = flankerLeft_1><div class = cue-text><img class = center src=""/static/experiments/flanker_rdoc/images/H.png""></img></div></div><div class = flankerMiddle><div class = cue-text><img class = center src=""/static/experiments/flanker_rdoc/images/F.png""></img></div></div><div class = flankerRight_1><div class = cue-text><img class = center src=""/static/experiments/flanker_rdoc/images/H.png""></img></div></div><div class = flankerRight_2><div class = cue-text><img class = center src=""/static/experiments/flanker_rdoc/images/H.png""></img></div></div></div></div>",.,test_trial,1000.0,,test,1500.0,.,incongruent,H,F,"[',', '.']",0.0,1.0,,,,0.0,,
30,,html-keyboard-response,30,53007,0.0-3.0-10.0,,<div class = centerbox><div class = fixation>+</div></div>,,test_ITI,1064.999825679817,,test,1064.999825679817,,,,,,0.0,,"{'min': 0, 'max': 5, 'mean': 0.5}",,,,,
31,,html-keyboard-response,31,53510,0.0-3.0-11.0,,<div class = centerbox><div class = fixation>+</div></div>,,test_fixation,500.0,,test,500.0,,,,,,,,,,,,,
32,,html-keyboard-response,32,55017,0.0-3.0-12.0,517.0,"<div class = bigbox><div class = centerbox><div class = flankerLeft_2><div class = cue-text><img class = center src=""/static/experiments/flanker_rdoc/images/F.png""></img></div></div><div class = flankerLeft_1><div class = cue-text><img class = center src=""/static/experiments/flanker_rdoc/images/F.png""></img></div></div><div class = flankerMiddle><div class = cue-text><img class = center src=""/static/experiments/flanker_rdoc/images/F.png""></img></div></div><div class = flankerRight_1><div class = cue-text><img class = center src=""/static/experiments/flanker_rdoc/images/F.png""></img></div></div><div class = flankerRight_2><div class = cue-text><img class = center src=""/static/experiments/flanker_rdoc/images/F.png""></img></div></div></div></div>",.,test_trial,1000.0,,test,1500.0,.,congruent,F,F,"[',', '.']",0.0,1.0,,,,0.0,,
33,,html-keyboard-response,33,55068,0.0-3.0-13.0,,<div class = centerbox><div class = fixation>+</div></div>,,test_ITI,44.84751422343175,,test,44.84751422343175,,,,,,0.0,,"{'min': 0, 'max': 5, 'mean': 0.5}",,,,,
34,,html-keyboard-response,34,55572,0.0-3.0-14.0,,<div class = centerbox><div class = fixation>+</div></div>,,test_fixation,500.0,,test,500.0,,,,,,,,,,,,,
35,,html-keyboard-response,35,57079,0.0-3.0-15.0,548.0,"<div class = bigbox><div class = centerbox><div class = flankerLeft_2><div class = cue-text><img class = center src=""/static/experiments/flanker_rdoc/images/F.png""></img></div></div><div class = flankerLeft_1><div class = cue-text><img class = center src=""/static/experiments/flanker_rdoc/images/F.png""></img></div></div><div class = flankerMiddle><div class = cue-text><img class = center src=""/static/experiments/flanker_rdoc/images/F.png""></img></div></div><div class = flankerRight_1><div class = cue-text><img class = center src=""/static/experiments/flanker_rdoc/images/F.png""></img></div></div><div class = flankerRight_2><div class = cue-text><img class = center src=""/static/experiments/flanker_rdoc/images/F.png""></img></div></div></div></div>",.,test_trial,1000.0,,test,1500.0,.,congruent,F,F,"[',', '.']",0.0,1.0,,,,0.0,,
36,,html-keyboard-response,36,57113,0.0-3.0-16.0,,<div class = centerbox><div class = fixation>+</div></div>,,test_ITI,28.587234690293354,,test,28.587234690293354,,,,,,0.0,,"{'min': 0, 'max': 5, 'mean': 0.5}",,,,,
37,,html-keyboard-response,37,57616,0.0-3.0-17.0,,<div class = centerbox><div class = fixation>+</div></div>,,test_fixation,500.0,,test,500.0,,,,,,,,,,,,,
38,,html-keyboard-response,38,59123,0.0-3.0-18.0,596.0,"<div class = bigbox><div class = centerbox><div class = flankerLeft_2><div class = cue-text><img class = center src=""/static/experiments/flanker_rdoc/images/H.png""></img></div></div><div class = flankerLeft_1><div class = cue-text><img class = center src=""/static/experiments/flanker_rdoc/images/H.png""></img></div></div><div class = flankerMiddle><div class = cue-text><img class = center src=""/static/experiments/flanker_rdoc/images/F.png""></img></div></div><div class = flankerRight_1><div class = cue-text><img class = center src=""/static/experiments/flanker_rdoc/images/H.png""></img></div></div><div class = flankerRight_2><div class = cue-text><img class = center src=""/static/experiments/flanker_rdoc/images/H.png""></img></div></div></div></div>",.,test_trial,1000.0,,test,1500.0,.,incongruent,H,F,"[',', '.']",0.0,1.0,,,,0.0,,
39,,html-keyboard-response,39,59714,0.0-3.0-19.0,,<div class = centerbox><div class = fixation>+</div></div>,,test_ITI,584.8617990917188,,test,584.8617990917188,,,,,,0.0,,"{'min': 0, 'max': 5, 'mean': 0.5}",,,,,
40,,html-keyboard-response,40,60220,0.0-3.0-20.0,,<div class = centerbox><div class = fixation>+</div></div>,,test_fixation,500.0,,test,500.0,,,,,,,,,,,,,
41,,html-keyboard-response,41,61723,0.0-3.0-21.0,468.0,"<div class = bigbox><div class = centerbox><div class = flankerLeft_2><div class = cue-text><img class = center src=""/static/experiments/flanker_rdoc/images/H.png""></img></div></div><div class = flankerLeft_1><div class = cue-text><img class = center src=""/static/experiments/flanker_rdoc/images/H.png""></img></div></div><div class = flankerMiddle><div class = cue-text><img class = center src=""/static/experiments/flanker_rdoc/images/F.png""></img></div></div><div class = flankerRight_1><div class = cue-text><img class = center src=""/static/experiments/flanker_rdoc/images/H.png""></img></div></div><div class = flankerRight_2><div class = cue-text><img class = center src=""/static/experiments/flanker_rdoc/images/H.png""></img></div></div></div></div>",.,test_trial,1000.0,,test,1500.0,.,incongruent,H,F,"[',', '.']",0.0,1.0,,,,0.0,,
42,,html-keyboard-response,42,61928,0.0-3.0-22.0,,<div class = centerbox><div class = fixation>+</div></div>,,test_ITI,199.37937179768466,,test,199.37937179768466,,,,,,0.0,,"{'min': 0, 'max': 5, 'mean': 0.5}",,,,,
43,,html-keyboard-response,43,62434,0.0-3.0-23.0,,<div class = centerbox><div class = fixation>+</div></div>,,test_fixation,500.0,,test,500.0,,,,,,,,,,,,,
44,,html-keyboard-response,44,63941,0.0-3.0-24.0,640.0,"<div class = bigbox><div class = centerbox><div class = flankerLeft_2><div class = cue-text><img class = center src=""/static/experiments/flanker_rdoc/images/F.png""></img></div></div><div class = flankerLeft_1><div class = cue-text><img class = center src=""/static/experiments/flanker_rdoc/images/F.png""></img></div></div><div class = flankerMiddle><div class = cue-text><img class = center src=""/static/experiments/flanker_rdoc/images/F.png""></img></div></div><div class = flankerRight_1><div class = cue-text><img class = center src=""/static/experiments/flanker_rdoc/images/F.png""></img></div></div><div class = flankerRight_2><div class = cue-text><img class = center src=""/static/experiments/flanker_rdoc/images/F.png""></img></div></div></div></div>",.,test_trial,1000.0,,test,1500.0,.,congruent,F,F,"[',', '.']",0.0,1.0,,,,0.0,,
45,,html-keyboard-response,45,65165,0.0-3.0-25.0,,<div class = centerbox><div class = fixation>+</div></div>,,test_ITI,1221.2669023301091,,test,1221.2669023301091,,,,,,0.0,,"{'min': 0, 'max': 5, 'mean': 0.5}",,,,,
46,,html-keyboard-response,46,65668,0.0-3.0-26.0,,<div class = centerbox><div class = fixation>+</div></div>,,test_fixation,500.0,,test,500.0,,,,,,,,,,,,,
47,,html-keyboard-response,47,67175,0.0-3.0-27.0,614.0,"<div class = bigbox><div class = centerbox><div class = flankerLeft_2><div class = cue-text><img class = center src=""/static/experiments/flanker_rdoc/images/F.png""></img></div></div><div class = flankerLeft_1><div class = cue-text><img class = center src=""/static/experiments/flanker_rdoc/images/F.png""></img></div></div><div class = flankerMiddle><div class = cue-text><img class = center src=""/static/experiments/flanker_rdoc/images/H.png""></img></div></div><div class = flankerRight_1><div class = cue-text><img class = center src=""/static/experiments/flanker_rdoc/images/F.png""></img></div></div><div class = flankerRight_2><div class = cue-text><img class = center src=""/static/experiments/flanker_rdoc/images/F.png""></img></div></div></div></div>",",",test_trial,1000.0,,test,1500.0,",",incongruent,F,H,"[',', '.']",0.0,1.0,,,,0.0,,
48,,html-keyboard-response,48,67612,0.0-3.0-28.0,,<div class = centerbox><div class = fixation>+</div></div>,,test_ITI,434.57599588636674,,test,434.57599588636674,,,,,,0.0,,"{'min': 0, 'max': 5, 'mean': 0.5}",,,,,
49,,html-keyboard-response,49,68115,0.0-3.0-29.0,,<div class = centerbox><div class = fixation>+</div></div>,,test_fixation,500.0,,test,500.0,,,,,,,,,,,,,
50,,html-keyboard-response,50,69623,0.0-3.0-30.0,466.0,"<div class = bigbox><div class = centerbox><div class = flankerLeft_2><div class = cue-text><img class = center src=""/static/experiments/flanker_rdoc/images/F.png""></img></div></div><div class = flankerLeft_1><div class = cue-text><img class = center src=""/static/experiments/flanker_rdoc/images/F.png""></img></div></div><div class = flankerMiddle><div class = cue-text><img class = center src=""/static/experiments/flanker_rdoc/images/H.png""></img></div></div><div class = flankerRight_1><div class = cue-text><img class = center src=""/static/experiments/flanker_rdoc/images/F.png""></img></div></div><div class = flankerRight_2><div class = cue-text><img class = center src=""/static/experiments/flanker_rdoc/images/F.png""></img></div></div></div></div>",",",test_trial,1000.0,,test,1500.0,",",incongruent,F,H,"[',', '.']",0.0,1.0,,,,0.0,,
51,,html-keyboard-response,51,69766,0.0-3.0-31.0,,<div class = centerbox><div class = fixation>+</div></div>,,test_ITI,137.78006750071813,,test,137.78006750071813,,,,,,0.0,,"{'min': 0, 'max': 5, 'mean': 0.5}",,,,,
52,,html-keyboard-response,52,70269,0.0-3.0-32.0,,<div class = centerbox><div class = fixation>+</div></div>,,test_fixation,500.0,,test,500.0,,,,,,,,,,,,,
53,,html-keyboard-response,53,71776,0.0-3.0-33.0,394.0,"<div class = bigbox><div class = centerbox><div class = flankerLeft_2><div class = cue-text><img class = center src=""/static/experiments/flanker_rdoc/images/H.png""></img></div></div><div class = flankerLeft_1><div class = cue-text><img class = center src=""/static/experiments/flanker_rdoc/images/H.png""></img></div></div><div class = flankerMiddle><div class = cue-text><img class = center src=""/static/experiments/flanker_rdoc/images/F.png""></img></div></div><div class = flankerRight_1><div class = cue-text><img class = center src=""/static/experiments/flanker_rdoc/images/H.png""></img></div></div><div class = flankerRight_2><div class = cue-text><img class = center src=""/static/experiments/flanker_rdoc/images/H.png""></img></div></div></div></div>",",",test_trial,1000.0,,test,1500.0,.,incongruent,H,F,"[',', '.']",0.0,0.0,,,,0.0,,
54,,html-keyboard-response,54,72190,0.0-3.0-34.0,,<div class = centerbox><div class = fixation>+</div></div>,,test_ITI,407.206392773759,,test,407.206392773759,,,,,,0.0,,"{'min': 0, 'max': 5, 'mean': 0.5}",,,,,
55,,html-keyboard-response,55,72693,0.0-3.0-35.0,,<div class = centerbox><div class = fixation>+</div></div>,,test_fixation,500.0,,test,500.0,,,,,,,,,,,,,
56,,html-keyboard-response,56,74200,0.0-3.0-36.0,596.0,"<div class = bigbox><div class = centerbox><div class = flankerLeft_2><div class = cue-text><img class = center src=""/static/experiments/flanker_rdoc/images/H.png""></img></div></div><div class = flankerLeft_1><div class = cue-text><img class = center src=""/static/experiments/flanker_rdoc/images/H.png""></img></div></div><div class = flankerMiddle><div class = cue-text><img class = center src=""/static/experiments/flanker_rdoc/images/H.png""></img></div></div><div class = flankerRight_1><div class = cue-text><img class = center src=""/static/experiments/flanker_rdoc/images/H.png""></img></div></div><div class = flankerRight_2><div class = cue-text><img class = center src=""/static/experiments/flanker_rdoc/images/H.png""></img></div></div></div></div>",",",test_trial,1000.0,,test,1500.0,",",congruent,H,H,"[',', '.']",0.0,1.0,,,,0.0,,
57,,html-keyboard-response,57,74459,0.0-3.0-37.0,,<div class = centerbox><div class = fixation>+</div></div>,,test_ITI,252.25014354691376,,test,252.25014354691376,,,,,,0.0,,"{'min': 0, 'max': 5, 'mean': 0.5}",,,,,
58,,html-keyboard-response,58,74961,0.0-3.0-38.0,,<div class = centerbox><div class = fixation>+</div></div>,,test_fixation,500.0,,test,500.0,,,,,,,,,,,,,
59,,html-keyboard-response,59,76469,0.0-3.0-39.0,546.0,"<div class = bigbox><div class = centerbox><div class = flankerLeft_2><div class = cue-text><img class = center src=""/static/experiments/flanker_rdoc/images/H.png""></img></div></div><div class = flankerLeft_1><div class = cue-text><img class = center src=""/static/experiments/flanker_rdoc/images/H.png""></img></div></div><div class = flankerMiddle><div class = cue-text><img class = center src=""/static/experiments/flanker_rdoc/images/F.png""></img></div></div><div class = flankerRight_1><div class = cue-text><img class = center src=""/static/experiments/flanker_rdoc/images/H.png""></img></div></div><div class = flankerRight_2><div class = cue-text><img class = center src=""/static/experiments/flanker_rdoc/images/H.png""></img></div></div></div></div>",.,test_trial,1000.0,,test,1500.0,.,incongruent,H,F,"[',', '.']",0.0,1.0,,,,0.0,,
60,,html-keyboard-response,60,76551,0.0-3.0-40.0,,<div class = centerbox><div class = fixation>+</div></div>,,test_ITI,78.44993913174818,,test,78.44993913174818,,,,,,0.0,,"{'min': 0, 'max': 5, 'mean': 0.5}",,,,,
61,,html-keyboard-response,61,77054,0.0-3.0-41.0,,<div class = centerbox><div class = fixation>+</div></div>,,test_fixation,500.0,,test,500.0,,,,,,,,,,,,,
62,,html-keyboard-response,62,78561,0.0-3.0-42.0,695.0,"<div class = bigbox><div class = centerbox><div class = flankerLeft_2><div class = cue-text><img class = center src=""/static/experiments/flanker_rdoc/images/H.png""></img></div></div><div class = flankerLeft_1><div class = cue-text><img class = center src=""/static/experiments/flanker_rdoc/images/H.png""></img></div></div><div class = flankerMiddle><div class = cue-text><img class = center src=""/static/experiments/flanker_rdoc/images/H.png""></img></div></div><div class = flankerRight_1><div class = cue-text><img class = center src=""/static/experiments/flanker_rdoc/images/H.png""></img></div></div><div class = flankerRight_2><div class = cue-text><img class = center src=""/static/experiments/flanker_rdoc/images/H.png""></img></div></div></div></div>",.,test_trial,1000.0,,test,1500.0,",",congruent,H,H,"[',', '.']",0.0,0.0,,,,0.0,,
63,,html-keyboard-response,63,78619,0.0-3.0-43.0,,<div class = centerbox><div class = fixation>+</div></div>,,test_ITI,57.733662569492665,,test,57.733662569492665,,,,,,0.0,,"{'min': 0, 'max': 5, 'mean': 0.5}",,,,,
64,,html-keyboard-response,64,79123,0.0-3.0-44.0,,<div class = centerbox><div class = fixation>+</div></div>,,test_fixation,500.0,,test,500.0,,,,,,,,,,,,,
65,,html-keyboard-response,65,80631,0.0-3.0-45.0,645.0,"<div class = bigbox><div class = centerbox><div class = flankerLeft_2><div class = cue-text><img class = center src=""/static/experiments/flanker_rdoc/images/H.png""></img></div></div><div class = flankerLeft_1><div class = cue-text><img class = center src=""/static/experiments/flanker_rdoc/images/H.png""></img></div></div><div class = flankerMiddle><div class = cue-text><img class = center src=""/static/experiments/flanker_rdoc/images/H.png""></img></div></div><div class = flankerRight_1><div class = cue-text><img class = center src=""/static/experiments/flanker_rdoc/images/H.png""></img></div></div><div class = flankerRight_2><div class = cue-text><img class = center src=""/static/experiments/flanker_rdoc/images/H.png""></img></div></div></div></div>",",",test_trial,1000.0,,test,1500.0,",",congruent,H,H,"[',', '.']",0.0,1.0,,,,0.0,,
66,,html-keyboard-response,66,80656,0.0-3.0-46.0,,<div class = centerbox><div class = fixation>+</div></div>,,test_ITI,21.351329911436686,,test,21.351329911436686,,,,,,0.0,,"{'min': 0, 'max': 5, 'mean': 0.5}",,,,,
67,,html-keyboard-response,67,81157,0.0-3.0-47.0,,<div class = centerbox><div class = fixation>+</div></div>,,test_fixation,500.0,,test,500.0,,,,,,,,,,,,,
68,,html-keyboard-response,68,82660,0.0-3.0-48.0,777.0,"<div class = bigbox><div class = centerbox><div class = flankerLeft_2><div class = cue-text><img class = center src=""/static/experiments/flanker_rdoc/images/F.png""></img></div></div><div class = flankerLeft_1><div class = cue-text><img class = center src=""/static/experiments/flanker_rdoc/images/F.png""></img></div></div><div class = flankerMiddle><div class = cue-text><img class = center src=""/static/experiments/flanker_rdoc/images/F.png""></img></div></div><div class = flankerRight_1><div class = cue-text><img class = center src=""/static/experiments/flanker_rdoc/images/F.png""></img></div></div><div class = flankerRight_2><div class = cue-text><img class = center src=""/static/experiments/flanker_rdoc/images/F.png""></img></div></div></div></div>",.,test_trial,1000.0,,test,1500.0,.,congruent,F,F,"[',', '.']",0.0,1.0,,,,0.0,,
69,,html-keyboard-response,69,83599,0.0-3.0-49.0,,<div class = centerbox><div class = fixation>+</div></div>,,test_ITI,932.1712435459141,,test,932.1712435459141,,,,,,0.0,,"{'min': 0, 'max': 5, 'mean': 0.5}",,,,,
70,,html-keyboard-response,70,84102,0.0-3.0-50.0,,<div class = centerbox><div class = fixation>+</div></div>,,test_fixation,500.0,,test,500.0,,,,,,,,,,,,,
71,,html-keyboard-response,71,85609,0.0-3.0-51.0,671.0,"<div class = bigbox><div class = centerbox><div class = flankerLeft_2><div class = cue-text><img class = center src=""/static/experiments/flanker_rdoc/images/F.png""></img></div></div><div class = flankerLeft_1><div class = cue-text><img class = center src=""/static/experiments/flanker_rdoc/images/F.png""></img></div></div><div class = flankerMiddle><div class = cue-text><img class = center src=""/static/experiments/flanker_rdoc/images/F.png""></img></div></div><div class = flankerRight_1><div class = cue-text><img class = center src=""/static/experiments/flanker_rdoc/images/F.png""></img></div></div><div class = flankerRight_2><div class = cue-text><img class = center src=""/static/experiments/flanker_rdoc/images/F.png""></img></div></div></div></div>",.,test_trial,1000.0,,test,1500.0,.,congruent,F,F,"[',', '.']",0.0,1.0,,,,0.0,,
72,,html-keyboard-response,72,86239,0.0-3.0-52.0,,<div class = centerbox><div class = fixation>+</div></div>,,test_ITI,624.1711924438468,,test,624.1711924438468,,,,,,0.0,,"{'min': 0, 'max': 5, 'mean': 0.5}",,,,,
