,success,trial_type,trial_index,time_elapsed,internal_node_id,rt,stimulus,response,trial_id,trial_duration,view_history,exp_stage,block_num,stimulus_duration,response_ends_trial,SS_stimulus,SS_trial_type,SS_duration,SSD,choices,correct_choice,stim,correct_response,currentTrial,condition,stop_acc,correct_trial,ITIParams,go_acc,current_question,current_key_answer,exp_id,attention_check_percent
208,,html-keyboard-response,208,177227,0.0-3.0-130.0,,<div class = centerbox><div class = fixation>+</div></div>,,test_ITI,277.3609708619865,,test,0.0,277.3609708619865,,,,,,,,,,,,,,"{'min': 0, 'max': 5, 'mean': 0.5}",,,,,
209,,html-keyboard-response,209,177734,0.0-3.0-131.0,,<div class = centerbox><div class = fixation>+</div></div>,,test_fixation,500.0,,test,0.0,500.0,,,,,,,,,,,,,,,,,,,
210,,poldracklab-stop-signal,210,179238,0.0-3.0-132.0,,<div class = centerbox><div class = cue-text><img class = center src='/static/experiments/stop_signal_rdoc/images/square.png'></img></div></div>,,test_trial,1500.0,,test,0.0,1000.0,False,<img class = center src='/static/experiments/stop_signal_rdoc/images/stopSignal.png'></img>,stop,500.0,1000.0,"[',', '.']",,square,,44.0,stop,,1,,,,,,
211,,html-keyboard-response,211,179245,0.0-3.0-133.0,,<div class = centerbox><div class = fixation>+</div></div>,,test_ITI,5.958633674884618,,test,0.0,5.958633674884618,,,,,,,,,,,,,,"{'min': 0, 'max': 5, 'mean': 0.5}",,,,,
212,,html-keyboard-response,212,179752,0.0-3.0-134.0,,<div class = centerbox><div class = fixation>+</div></div>,,test_fixation,500.0,,test,0.0,500.0,,,,,,,,,,,,,,,,,,,
213,,poldracklab-stop-signal,213,181259,0.0-3.0-135.0,,<div class = centerbox><div class = cue-text><img class = center src='/static/experiments/stop_signal_rdoc/images/square.png'></img></div></div>,,test_trial,1500.0,,test,0.0,1000.0,False,<img class = center src='/static/experiments/stop_signal_rdoc/images/stopSignal.png'></img>,go,500.0,1000.0,"[',', '.']",,square,.,45.0,go,,1,,0.0,,,,
214,,html-keyboard-response,214,182202,0.0-3.0-136.0,,<div class = centerbox><div class = fixation>+</div></div>,,test_ITI,936.2668761377539,,test,0.0,936.2668761377539,,,,,,,,,,,,,,"{'min': 0, 'max': 5, 'mean': 0.5}",,,,,
215,,html-keyboard-response,215,182706,0.0-3.0-137.0,,<div class = centerbox><div class = fixation>+</div></div>,,test_fixation,500.0,,test,0.0,500.0,,,,,,,,,,,,,,,,,,,
216,,poldracklab-stop-signal,216,184210,0.0-3.0-138.0,,<div class = centerbox><div class = cue-text><img class = center src='/static/experiments/stop_signal_rdoc/images/circle.png'></img></div></div>,,test_trial,1500.0,,test,0.0,1000.0,False,<img class = center src='/static/experiments/stop_signal_rdoc/images/stopSignal.png'></img>,go,500.0,1000.0,"[',', '.']",,circle,",",46.0,go,,1,,0.0,,,,
217,,html-keyboard-response,217,184528,0.0-3.0-139.0,,<div class = centerbox><div class = fixation>+</div></div>,,test_ITI,314.3447814975214,,test,0.0,314.3447814975214,,,,,,,,,,,,,,"{'min': 0, 'max': 5, 'mean': 0.5}",,,,,
218,,html-keyboard-response,218,185036,0.0-3.0-140.0,,<div class = centerbox><div class = fixation>+</div></div>,,test_fixation,500.0,,test,0.0,500.0,,,,,,,,,,,,,,,,,,,
219,,poldracklab-stop-signal,219,186541,0.0-3.0-141.0,,<div class = centerbox><div class = cue-text><img class = center src='/static/experiments/stop_signal_rdoc/images/circle.png'></img></div></div>,,test_trial,1500.0,,test,0.0,1000.0,False,<img class = center src='/static/experiments/stop_signal_rdoc/images/stopSignal.png'></img>,stop,500.0,1000.0,"[',', '.']",,circle,,47.0,stop,,1,,,,,,
220,,html-keyboard-response,220,186963,0.0-3.0-142.0,,<div class = centerbox><div class = fixation>+</div></div>,,test_ITI,419.83691451199957,,test,0.0,419.83691451199957,,,,,,,,,,,,,,"{'min': 0, 'max': 5, 'mean': 0.5}",,,,,
221,,html-keyboard-response,221,187466,0.0-3.0-143.0,,<div class = centerbox><div class = fixation>+</div></div>,,test_fixation,500.0,,test,0.0,500.0,,,,,,,,,,,,,,,,,,,
222,,poldracklab-stop-signal,222,188972,0.0-3.0-144.0,,<div class = centerbox><div class = cue-text><img class = center src='/static/experiments/stop_signal_rdoc/images/circle.png'></img></div></div>,,test_trial,1500.0,,test,0.0,1000.0,False,<img class = center src='/static/experiments/stop_signal_rdoc/images/stopSignal.png'></img>,go,500.0,1000.0,"[',', '.']",,circle,",",48.0,go,,1,,0.0,,,,
223,,html-keyboard-response,223,189183,0.0-3.0-145.0,,<div class = centerbox><div class = fixation>+</div></div>,,test_ITI,208.38920485581156,,test,0.0,208.38920485581156,,,,,,,,,,,,,,"{'min': 0, 'max': 5, 'mean': 0.5}",,,,,
224,,html-keyboard-response,224,189690,0.0-3.0-146.0,,<div class = centerbox><div class = fixation>+</div></div>,,test_fixation,500.0,,test,0.0,500.0,,,,,,,,,,,,,,,,,,,
225,,poldracklab-stop-signal,225,191194,0.0-3.0-147.0,,<div class = centerbox><div class = cue-text><img class = center src='/static/experiments/stop_signal_rdoc/images/square.png'></img></div></div>,,test_trial,1500.0,,test,0.0,1000.0,False,<img class = center src='/static/experiments/stop_signal_rdoc/images/stopSignal.png'></img>,go,500.0,1000.0,"[',', '.']",,square,.,49.0,go,,1,,0.0,,,,
226,,html-keyboard-response,226,191537,0.0-3.0-148.0,,<div class = centerbox><div class = fixation>+</div></div>,,test_ITI,337.64065706658727,,test,0.0,337.64065706658727,,,,,,,,,,,,,,"{'min': 0, 'max': 5, 'mean': 0.5}",,,,,
227,,html-keyboard-response,227,192043,0.0-3.0-149.0,,<div class = centerbox><div class = fixation>+</div></div>,,test_fixation,500.0,,test,0.0,500.0,,,,,,,,,,,,,,,,,,,
228,,poldracklab-stop-signal,228,193546,0.0-3.0-150.0,,<div class = centerbox><div class = cue-text><img class = center src='/static/experiments/stop_signal_rdoc/images/circle.png'></img></div></div>,,test_trial,1500.0,,test,0.0,1000.0,False,<img class = center src='/static/experiments/stop_signal_rdoc/images/stopSignal.png'></img>,go,500.0,1000.0,"[',', '.']",,circle,",",50.0,go,,1,,0.0,,,,
229,,html-keyboard-response,229,194260,0.0-3.0-151.0,,<div class = centerbox><div class = fixation>+</div></div>,,test_ITI,709.6561342436796,,test,0.0,709.6561342436796,,,,,,,,,,,,,,"{'min': 0, 'max': 5, 'mean': 0.5}",,,,,
230,,html-keyboard-response,230,194767,0.0-3.0-152.0,,<div class = centerbox><div class = fixation>+</div></div>,,test_fixation,500.0,,test,0.0,500.0,,,,,,,,,,,,,,,,,,,
231,,poldracklab-stop-signal,231,196271,0.0-3.0-153.0,,<div class = centerbox><div class = cue-text><img class = center src='/static/experiments/stop_signal_rdoc/images/circle.png'></img></div></div>,,test_trial,1500.0,,test,0.0,1000.0,False,<img class = center src='/static/experiments/stop_signal_rdoc/images/stopSignal.png'></img>,go,500.0,1000.0,"[',', '.']",,circle,",",51.0,go,,1,,0.0,,,,
232,,html-keyboard-response,232,196730,0.0-3.0-154.0,,<div class = centerbox><div class = fixation>+</div></div>,,test_ITI,456.0459370105974,,test,0.0,456.0459370105974,,,,,,,,,,,,,,"{'min': 0, 'max': 5, 'mean': 0.5}",,,,,
233,,html-keyboard-response,233,197231,0.0-3.0-155.0,,<div class = centerbox><div class = fixation>+</div></div>,,test_fixation,500.0,,test,0.0,500.0,,,,,,,,,,,,,,,,,,,
234,,poldracklab-stop-signal,234,198736,0.0-3.0-156.0,,<div class = centerbox><div class = cue-text><img class = center src='/static/experiments/stop_signal_rdoc/images/circle.png'></img></div></div>,,test_trial,1500.0,,test,0.0,1000.0,False,<img class = center src='/static/experiments/stop_signal_rdoc/images/stopSignal.png'></img>,go,500.0,1000.0,"[',', '.']",,circle,",",52.0,go,,1,,0.0,,,,
235,,html-keyboard-response,235,198808,0.0-3.0-157.0,,<div class = centerbox><div class = fixation>+</div></div>,,test_ITI,66.23180595454657,,test,0.0,66.23180595454657,,,,,,,,,,,,,,"{'min': 0, 'max': 5, 'mean': 0.5}",,,,,
236,,html-keyboard-response,236,199315,0.0-3.0-158.0,,<div class = centerbox><div class = fixation>+</div></div>,,test_fixation,500.0,,test,0.0,500.0,,,,,,,,,,,,,,,,,,,
237,,poldracklab-stop-signal,237,200822,0.0-3.0-159.0,,<div class = centerbox><div class = cue-text><img class = center src='/static/experiments/stop_signal_rdoc/images/circle.png'></img></div></div>,,test_trial,1500.0,,test,0.0,1000.0,False,<img class = center src='/static/experiments/stop_signal_rdoc/images/stopSignal.png'></img>,stop,500.0,1000.0,"[',', '.']",,circle,,53.0,stop,,1,,,,,,
238,,html-keyboard-response,238,201056,0.0-3.0-160.0,,<div class = centerbox><div class = fixation>+</div></div>,,test_ITI,231.42007014014516,,test,0.0,231.42007014014516,,,,,,,,,,,,,,"{'min': 0, 'max': 5, 'mean': 0.5}",,,,,
239,,html-keyboard-response,239,201562,0.0-3.0-161.0,,<div class = centerbox><div class = fixation>+</div></div>,,test_fixation,500.0,,test,0.0,500.0,,,,,,,,,,,,,,,,,,,
240,,poldracklab-stop-signal,240,203067,0.0-3.0-162.0,,<div class = centerbox><div class = cue-text><img class = center src='/static/experiments/stop_signal_rdoc/images/square.png'></img></div></div>,,test_trial,1500.0,,test,0.0,1000.0,False,<img class = center src='/static/experiments/stop_signal_rdoc/images/stopSignal.png'></img>,go,500.0,1000.0,"[',', '.']",,square,.,54.0,go,,1,,0.0,,,,
241,,html-keyboard-response,241,203162,0.0-3.0-163.0,,<div class = centerbox><div class = fixation>+</div></div>,,test_ITI,90.7567568217418,,test,0.0,90.7567568217418,,,,,,,,,,,,,,"{'min': 0, 'max': 5, 'mean': 0.5}",,,,,
242,,html-keyboard-response,242,203667,0.0-3.0-164.0,,<div class = centerbox><div class = fixation>+</div></div>,,test_fixation,500.0,,test,0.0,500.0,,,,,,,,,,,,,,,,,,,
243,,poldracklab-stop-signal,243,205172,0.0-3.0-165.0,,<div class = centerbox><div class = cue-text><img class = center src='/static/experiments/stop_signal_rdoc/images/square.png'></img></div></div>,,test_trial,1500.0,,test,0.0,1000.0,False,<img class = center src='/static/experiments/stop_signal_rdoc/images/stopSignal.png'></img>,go,500.0,1000.0,"[',', '.']",,square,.,55.0,go,,1,,0.0,,,,
244,,html-keyboard-response,244,205196,0.0-3.0-166.0,,<div class = centerbox><div class = fixation>+</div></div>,,test_ITI,20.84289369096355,,test,0.0,20.84289369096355,,,,,,,,,,,,,,"{'min': 0, 'max': 5, 'mean': 0.5}",,,,,
245,,html-keyboard-response,245,205698,0.0-3.0-167.0,,<div class = centerbox><div class = fixation>+</div></div>,,test_fixation,500.0,,test,0.0,500.0,,,,,,,,,,,,,,,,,,,
246,,poldracklab-stop-signal,246,207203,0.0-3.0-168.0,,<div class = centerbox><div class = cue-text><img class = center src='/static/experiments/stop_signal_rdoc/images/square.png'></img></div></div>,,test_trial,1500.0,,test,0.0,1000.0,False,<img class = center src='/static/experiments/stop_signal_rdoc/images/stopSignal.png'></img>,stop,500.0,1000.0,"[',', '.']",,square,,56.0,stop,,1,,,,,,
247,,html-keyboard-response,247,207376,0.0-3.0-169.0,,<div class = centerbox><div class = fixation>+</div></div>,,test_ITI,169.0216552918624,,test,0.0,169.0216552918624,,,,,,,,,,,,,,"{'min': 0, 'max': 5, 'mean': 0.5}",,,,,
248,,html-keyboard-response,248,207882,0.0-3.0-170.0,,<div class = centerbox><div class = fixation>+</div></div>,,test_fixation,500.0,,test,0.0,500.0,,,,,,,,,,,,,,,,,,,
249,,poldracklab-stop-signal,249,209386,0.0-3.0-171.0,,<div class = centerbox><div class = cue-text><img class = center src='/static/experiments/stop_signal_rdoc/images/square.png'></img></div></div>,,test_trial,1500.0,,test,0.0,1000.0,False,<img class = center src='/static/experiments/stop_signal_rdoc/images/stopSignal.png'></img>,stop,500.0,1000.0,"[',', '.']",,square,,57.0,stop,,1,,,,,,
250,,html-keyboard-response,250,209680,0.0-3.0-172.0,,<div class = centerbox><div class = fixation>+</div></div>,,test_ITI,288.90322716415653,,test,0.0,288.90322716415653,,,,,,,,,,,,,,"{'min': 0, 'max': 5, 'mean': 0.5}",,,,,
251,,html-keyboard-response,251,210186,0.0-3.0-173.0,,<div class = centerbox><div class = fixation>+</div></div>,,test_fixation,500.0,,test,0.0,500.0,,,,,,,,,,,,,,,,,,,
252,,poldracklab-stop-signal,252,211689,0.0-3.0-174.0,,<div class = centerbox><div class = cue-text><img class = center src='/static/experiments/stop_signal_rdoc/images/circle.png'></img></div></div>,,test_trial,1500.0,,test,0.0,1000.0,False,<img class = center src='/static/experiments/stop_signal_rdoc/images/stopSignal.png'></img>,stop,500.0,1000.0,"[',', '.']",,circle,,58.0,stop,,1,,,,,,
253,,html-keyboard-response,253,212838,0.0-3.0-175.0,,<div class = centerbox><div class = fixation>+</div></div>,,test_ITI,1145.4672801885456,,test,0.0,1145.4672801885456,,,,,,,,,,,,,,"{'min': 0, 'max': 5, 'mean': 0.5}",,,,,
254,,html-keyboard-response,254,213341,0.0-3.0-176.0,,<div class = centerbox><div class = fixation>+</div></div>,,test_fixation,500.0,,test,0.0,500.0,,,,,,,,,,,,,,,,,,,
255,,poldracklab-stop-signal,255,214847,0.0-3.0-177.0,,<div class = centerbox><div class = cue-text><img class = center src='/static/experiments/stop_signal_rdoc/images/circle.png'></img></div></div>,,test_trial,1500.0,,test,0.0,1000.0,False,<img class = center src='/static/experiments/stop_signal_rdoc/images/stopSignal.png'></img>,go,500.0,1000.0,"[',', '.']",,circle,",",59.0,go,,1,,0.0,,,,
256,,html-keyboard-response,256,215233,0.0-3.0-178.0,,<div class = centerbox><div class = fixation>+</div></div>,,test_ITI,382.51973338977916,,test,0.0,382.51973338977916,,,,,,,,,,,,,,"{'min': 0, 'max': 5, 'mean': 0.5}",,,,,
257,,html-keyboard-response,257,215739,0.0-3.0-179.0,,<div class = centerbox><div class = fixation>+</div></div>,,test_fixation,500.0,,test,0.0,500.0,,,,,,,,,,,,,,,,,,,
258,,poldracklab-stop-signal,258,217242,0.0-3.0-180.0,,<div class = centerbox><div class = cue-text><img class = center src='/static/experiments/stop_signal_rdoc/images/circle.png'></img></div></div>,,test_trial,1500.0,,test,0.0,1000.0,False,<img class = center src='/static/experiments/stop_signal_rdoc/images/stopSignal.png'></img>,stop,500.0,1000.0,"[',', '.']",,circle,,60.0,stop,,1,,,,,,
259,,html-keyboard-response,259,217856,0.0-3.0-181.0,,<div class = centerbox><div class = fixation>+</div></div>,,test_ITI,608.0175178763675,,test,0.0,608.0175178763675,,,,,,,,,,,,,,"{'min': 0, 'max': 5, 'mean': 0.5}",,,,,
260,,html-keyboard-response,260,219516,0.0-3.1-0.1,1658.0,"<div class = bigbox><div class = picture_box><p class = block-text>
    <div class = centerbox><p class = block-text>Please take this time to read your feedback! This screen will advance automatically in 1 minute.</p><p class=block-text>You have completed 1 out of 3 blocks of trials.</p>
        <p class=""block-text"">Your accuracy is low. Remember:</p>
        
  <ul style=""text-align:left;"">
    <li>circle: index finger</li>
    <li>square: middle finger</li>
    <li>Do not respond if a star appears.</li>
  </ul>

        <p class=""block-text"">We have detected a number of trials that required a response, where no response was made. Please ensure that you are responding accurately and quickly to the shapes.</p>
        <p class=""block-text"">You have been responding too slowly. Do not wait for the star. Respond as quickly and accurately to each stimulus that requires a response.</p><p class=block-text>Press <i>enter</i> to continue.</p></div>
    </font></p></div></div>",enter,test_feedback,60000.0,,test,1.0,,,,,,,,,,,,,,,,,,,,
261,,html-keyboard-response,261,220416,0.0-3.1-1.1-0.1,900.0,,j,test_attention_check,,,test,1.0,,,,,,,,,,,,,,True,,,<p class='block-text'>Press the J key</p> <div class=block-text>This screen will advance automatically in 1 minute.</div>,74.0,,
262,,html-keyboard-response,262,220922,0.0-3.1-2.1,,<div class = centerbox><div class = fixation>+</div></div>,,test_fixation,500.0,,test,1.0,500.0,,,,,,,,,,,,,,,,,,,
263,,poldracklab-stop-signal,263,222426,0.0-3.1-3.1,659.0,<div class = centerbox><div class = cue-text><img class = center src='/static/experiments/stop_signal_rdoc/images/square.png'></img></div></div>,.,test_trial,1500.0,,test,1.0,1000.0,False,<img class = center src='/static/experiments/stop_signal_rdoc/images/stopSignal.png'></img>,go,500.0,1000.0,"[',', '.']",,square,.,1.0,go,,0,,1.0,,,,
264,,html-keyboard-response,264,222468,0.0-3.1-4.1,,<div class = centerbox><div class = fixation>+</div></div>,,test_ITI,37.17232152652993,,test,1.0,37.17232152652993,,,,,,,,,,,,,,"{'min': 0, 'max': 5, 'mean': 0.5}",,,,,
265,,html-keyboard-response,265,222973,0.0-3.1-5.1,,<div class = centerbox><div class = fixation>+</div></div>,,test_fixation,500.0,,test,1.0,500.0,,,,,,,,,,,,,,,,,,,
266,,poldracklab-stop-signal,266,224481,0.0-3.1-6.1,445.0,<div class = centerbox><div class = cue-text><img class = center src='/static/experiments/stop_signal_rdoc/images/square.png'></img></div></div>,.,test_trial,1500.0,,test,1.0,1000.0,False,<img class = center src='/static/experiments/stop_signal_rdoc/images/stopSignal.png'></img>,stop,500.0,1000.0,"[',', '.']",,square,,2.0,stop,0.0,0,,,,,,
267,,html-keyboard-response,267,224550,0.0-3.1-7.1,,<div class = centerbox><div class = fixation>+</div></div>,,test_ITI,65.65252104330024,,test,1.0,65.65252104330024,,,,,,,,,,,,,,"{'min': 0, 'max': 5, 'mean': 0.5}",,,,,
268,,html-keyboard-response,268,225056,0.0-3.1-8.1,,<div class = centerbox><div class = fixation>+</div></div>,,test_fixation,500.0,,test,1.0,500.0,,,,,,,,,,,,,,,,,,,
269,,poldracklab-stop-signal,269,226561,0.0-3.1-9.1,,<div class = centerbox><div class = cue-text><img class = center src='/static/experiments/stop_signal_rdoc/images/circle.png'></img></div></div>,,test_trial,1500.0,,test,1.0,1000.0,False,<img class = center src='/static/experiments/stop_signal_rdoc/images/stopSignal.png'></img>,go,500.0,950.0,"[',', '.']",,circle,",",3.0,go,,1,,0.0,,,,
270,,html-keyboard-response,270,227194,0.0-3.1-10.1,,<div class = centerbox><div class = fixation>+</div></div>,,test_ITI,627.1925896630784,,test,1.0,627.1925896630784,,,,,,,,,,,,,,"{'min': 0, 'max': 5, 'mean': 0.5}",,,,,
271,,html-keyboard-response,271,227701,0.0-3.1-11.1,,<div class = centerbox><div class = fixation>+</div></div>,,test_fixation,500.0,,test,1.0,500.0,,,,,,,,,,,,,,,,,,,
272,,poldracklab-stop-signal,272,229208,0.0-3.1-12.1,,<div class = centerbox><div class = cue-text><img class = center src='/static/experiments/stop_signal_rdoc/images/circle.png'></img></div></div>,,test_trial,1500.0,,test,1.0,1000.0,False,<img class = center src='/static/experiments/stop_signal_rdoc/images/stopSignal.png'></img>,go,500.0,950.0,"[',', '.']",,circle,",",4.0,go,,1,,0.0,,,,
273,,html-keyboard-response,273,230453,0.0-3.1-13.1,,<div class = centerbox><div class = fixation>+</div></div>,,test_ITI,1239.0104717154973,,test,1.0,1239.0104717154973,,,,,,,,,,,,,,"{'min': 0, 'max': 5, 'mean': 0.5}",,,,,
274,,html-keyboard-response,274,230960,0.0-3.1-14.1,,<div class = centerbox><div class = fixation>+</div></div>,,test_fixation,500.0,,test,1.0,500.0,,,,,,,,,,,,,,,,,,,
275,,poldracklab-stop-signal,275,232466,0.0-3.1-15.1,,<div class = centerbox><div class = cue-text><img class = center src='/static/experiments/stop_signal_rdoc/images/circle.png'></img></div></div>,,test_trial,1500.0,,test,1.0,1000.0,False,<img class = center src='/static/experiments/stop_signal_rdoc/images/stopSignal.png'></img>,go,500.0,950.0,"[',', '.']",,circle,",",5.0,go,,1,,0.0,,,,
276,,html-keyboard-response,276,234526,0.0-3.1-16.1,,<div class = centerbox><div class = fixation>+</div></div>,,test_ITI,2058.9316341914605,,test,1.0,2058.9316341914605,,,,,,,,,,,,,,"{'min': 0, 'max': 5, 'mean': 0.5}",,,,,
277,,html-keyboard-response,277,235033,0.0-3.1-17.1,,<div class = centerbox><div class = fixation>+</div></div>,,test_fixation,500.0,,test,1.0,500.0,,,,,,,,,,,,,,,,,,,
278,,poldracklab-stop-signal,278,236537,0.0-3.1-18.1,,<div class = centerbox><div class = cue-text><img class = center src='/static/experiments/stop_signal_rdoc/images/circle.png'></img></div></div>,,test_trial,1500.0,,test,1.0,1000.0,False,<img class = center src='/static/experiments/stop_signal_rdoc/images/stopSignal.png'></img>,go,500.0,950.0,"[',', '.']",,circle,",",6.0,go,,1,,0.0,,,,
279,,html-keyboard-response,279,237525,0.0-3.1-19.1,,<div class = centerbox><div class = fixation>+</div></div>,,test_ITI,982.8865508379807,,test,1.0,982.8865508379807,,,,,,,,,,,,,,"{'min': 0, 'max': 5, 'mean': 0.5}",,,,,
280,,html-keyboard-response,280,238032,0.0-3.1-20.1,,<div class = centerbox><div class = fixation>+</div></div>,,test_fixation,500.0,,test,1.0,500.0,,,,,,,,,,,,,,,,,,,
281,,poldracklab-stop-signal,281,239535,0.0-3.1-21.1,,<div class = centerbox><div class = cue-text><img class = center src='/static/experiments/stop_signal_rdoc/images/square.png'></img></div></div>,,test_trial,1500.0,,test,1.0,1000.0,False,<img class = center src='/static/experiments/stop_signal_rdoc/images/stopSignal.png'></img>,go,500.0,950.0,"[',', '.']",,square,.,7.0,go,,1,,0.0,,,,
282,,html-keyboard-response,282,239751,0.0-3.1-22.1,,<div class = centerbox><div class = fixation>+</div></div>,,test_ITI,210.40472500012507,,test,1.0,210.40472500012507,,,,,,,,,,,,,,"{'min': 0, 'max': 5, 'mean': 0.5}",,,,,
283,,html-keyboard-response,283,240258,0.0-3.1-23.1,,<div class = centerbox><div class = fixation>+</div></div>,,test_fixation,500.0,,test,1.0,500.0,,,,,,,,,,,,,,,,,,,
284,,poldracklab-stop-signal,284,241765,0.0-3.1-24.1,,<div class = centerbox><div class = cue-text><img class = center src='/static/experiments/stop_signal_rdoc/images/circle.png'></img></div></div>,,test_trial,1500.0,,test,1.0,1000.0,False,<img class = center src='/static/experiments/stop_signal_rdoc/images/stopSignal.png'></img>,stop,500.0,950.0,"[',', '.']",,circle,,8.0,stop,1.0,1,,,,,,
285,,html-keyboard-response,285,241788,0.0-3.1-25.1,,<div class = centerbox><div class = fixation>+</div></div>,,test_ITI,21.804966870962563,,test,1.0,21.804966870962563,,,,,,,,,,,,,,"{'min': 0, 'max': 5, 'mean': 0.5}",,,,,
286,,html-keyboard-response,286,242293,0.0-3.1-26.1,,<div class = centerbox><div class = fixation>+</div></div>,,test_fixation,500.0,,test,1.0,500.0,,,,,,,,,,,,,,,,,,,
287,,poldracklab-stop-signal,287,243798,0.0-3.1-27.1,,<div class = centerbox><div class = cue-text><img class = center src='/static/experiments/stop_signal_rdoc/images/square.png'></img></div></div>,,test_trial,1500.0,,test,1.0,1000.0,False,<img class = center src='/static/experiments/stop_signal_rdoc/images/stopSignal.png'></img>,go,500.0,1000.0,"[',', '.']",,square,.,9.0,go,,1,,0.0,,,,
288,,html-keyboard-response,288,244291,0.0-3.1-28.1,,<div class = centerbox><div class = fixation>+</div></div>,,test_ITI,486.8262622498239,,test,1.0,486.8262622498239,,,,,,,,,,,,,,"{'min': 0, 'max': 5, 'mean': 0.5}",,,,,
289,,html-keyboard-response,289,244797,0.0-3.1-29.1,,<div class = centerbox><div class = fixation>+</div></div>,,test_fixation,500.0,,test,1.0,500.0,,,,,,,,,,,,,,,,,,,
290,,poldracklab-stop-signal,290,246302,0.0-3.1-30.1,,<div class = centerbox><div class = cue-text><img class = center src='/static/experiments/stop_signal_rdoc/images/square.png'></img></div></div>,,test_trial,1500.0,,test,1.0,1000.0,False,<img class = center src='/static/experiments/stop_signal_rdoc/images/stopSignal.png'></img>,go,500.0,1000.0,"[',', '.']",,square,.,10.0,go,,1,,0.0,,,,
291,,html-keyboard-response,291,246373,0.0-3.1-31.1,,<div class = centerbox><div class = fixation>+</div></div>,,test_ITI,69.98595566061788,,test,1.0,69.98595566061788,,,,,,,,,,,,,,"{'min': 0, 'max': 5, 'mean': 0.5}",,,,,
292,,html-keyboard-response,292,246879,0.0-3.1-32.1,,<div class = centerbox><div class = fixation>+</div></div>,,test_fixation,500.0,,test,1.0,500.0,,,,,,,,,,,,,,,,,,,
293,,poldracklab-stop-signal,293,248383,0.0-3.1-33.1,,<div class = centerbox><div class = cue-text><img class = center src='/static/experiments/stop_signal_rdoc/images/square.png'></img></div></div>,,test_trial,1500.0,,test,1.0,1000.0,False,<img class = center src='/static/experiments/stop_signal_rdoc/images/stopSignal.png'></img>,stop,500.0,1000.0,"[',', '.']",,square,,11.0,stop,,1,,,,,,
294,,html-keyboard-response,294,248492,0.0-3.1-34.1,,<div class = centerbox><div class = fixation>+</div></div>,,test_ITI,103.58194900593986,,test,1.0,103.58194900593986,,,,,,,,,,,,,,"{'min': 0, 'max': 5, 'mean': 0.5}",,,,,
295,,html-keyboard-response,295,248998,0.0-3.1-35.1,,<div class = centerbox><div class = fixation>+</div></div>,,test_fixation,500.0,,test,1.0,500.0,,,,,,,,,,,,,,,,,,,
296,,poldracklab-stop-signal,296,250500,0.0-3.1-36.1,,<div class = centerbox><div class = cue-text><img class = center src='/static/experiments/stop_signal_rdoc/images/square.png'></img></div></div>,,test_trial,1500.0,,test,1.0,1000.0,False,<img class = center src='/static/experiments/stop_signal_rdoc/images/stopSignal.png'></img>,stop,500.0,1000.0,"[',', '.']",,square,,12.0,stop,,1,,,,,,
297,,html-keyboard-response,297,250531,0.0-3.1-37.1,,<div class = centerbox><div class = fixation>+</div></div>,,test_ITI,25.58350847114511,,test,1.0,25.58350847114511,,,,,,,,,,,,,,"{'min': 0, 'max': 5, 'mean': 0.5}",,,,,
298,,html-keyboard-response,298,251036,0.0-3.1-38.1,,<div class = centerbox><div class = fixation>+</div></div>,,test_fixation,500.0,,test,1.0,500.0,,,,,,,,,,,,,,,,,,,
299,,poldracklab-stop-signal,299,252542,0.0-3.1-39.1,,<div class = centerbox><div class = cue-text><img class = center src='/static/experiments/stop_signal_rdoc/images/square.png'></img></div></div>,,test_trial,1500.0,,test,1.0,1000.0,False,<img class = center src='/static/experiments/stop_signal_rdoc/images/stopSignal.png'></img>,stop,500.0,1000.0,"[',', '.']",,square,,13.0,stop,,1,,,,,,
300,,html-keyboard-response,300,253407,0.0-3.1-40.1,,<div class = centerbox><div class = fixation>+</div></div>,,test_ITI,862.2708412917511,,test,1.0,862.2708412917511,,,,,,,,,,,,,,"{'min': 0, 'max': 5, 'mean': 0.5}",,,,,
301,,html-keyboard-response,301,253913,0.0-3.1-41.1,,<div class = centerbox><div class = fixation>+</div></div>,,test_fixation,500.0,,test,1.0,500.0,,,,,,,,,,,,,,,,,,,
302,,poldracklab-stop-signal,302,255418,0.0-3.1-42.1,,<div class = centerbox><div class = cue-text><img class = center src='/static/experiments/stop_signal_rdoc/images/circle.png'></img></div></div>,,test_trial,1500.0,,test,1.0,1000.0,False,<img class = center src='/static/experiments/stop_signal_rdoc/images/stopSignal.png'></img>,go,500.0,1000.0,"[',', '.']",,circle,",",14.0,go,,1,,0.0,,,,
303,,html-keyboard-response,303,256228,0.0-3.1-43.1,,<div class = centerbox><div class = fixation>+</div></div>,,test_ITI,809.4406123816619,,test,1.0,809.4406123816619,,,,,,,,,,,,,,"{'min': 0, 'max': 5, 'mean': 0.5}",,,,,
304,,html-keyboard-response,304,256735,0.0-3.1-44.1,,<div class = centerbox><div class = fixation>+</div></div>,,test_fixation,500.0,,test,1.0,500.0,,,,,,,,,,,,,,,,,,,
